order_id,order_item_id,product_id,seller_id,customer_id,status,delivery_delay_days,item_price,freight_value,total_item_value,category_en,volume_cm3,score,comment_title,comment_message,sentiment_label,sentiment_score,topics_top3,complaint_reason,complaint_severity,expectation_mismatch,mismatch_reason,experience_summary
10c651c81fd0bec26524dab0e94090a5,1,6e59a5107a6102148b438cb33d5a2529,6cd68b3ed6d59aaa9fece558ad360c0a,3ea9d5100acf2b7ffe45e68b545c36e6,delivered,-20.0,109.9,16.21,126.11,luggage_accessories,34650.0,5.0,,"a mochila é mais bonita que na foto, um tamanho ótimo e tem as divisões bem espaçosas. adorei!!! a entrega foi bem antes da prevista. lannister e targaryen de parabéns!!!",positive,0.6997459530830383,"product quality, customer service, price/value",none,high,True,," a mochila is mais bonita than na foto, um tamanho ótimo e tem as divisões bem espaçosas"
b71a346a5ffc19181e7d858997b31360,1,bbbf1bcea60c934fa6237fe10476c475,dbc22125167c298ef99da25668e1011f,d7807626037093a489ab8dd97adca42e,delivered,-20.0,81.4,15.42,96.82,stationery,34452.0,5.0,,"espetacular a mochila, atendeu minhas expectativas.",negative,-0.9954356551170349,"product quality, customer service, missing parts",product quality,high,True,Review indicates unmet expectations," Atendeu minhas expectativas. espetacular a mochila, atendeu minimalis expectativa ."
40943871fddded9badd0c7a30758807c,1,32cb6749793d719633c12cfa2df51268,ececbfcff9804a2d6b40f589df8eef2b,e7a6d5ec5bf53d5a915f9a24c0ec7ebb,delivered,-10.0,97.99,12.19,110.18,watches_gifts,2100.0,5.0,,"veio tudo correto, bem embalado, organizando, amei a case de guardar o óculos 😍 e o óculos tbm é muito lindo e delicado. é só ter cuidado ao colocar para não quebrar.",negative,-0.9797084927558899,"damaged product, product quality, customer service",damaged product,high,True,Review indicates unmet expectations," óculos tbm é muito lindo e delicado . veio tudo correto, bem embalado, organizando, amei"
2fd592f3553f88b7489e09179c93f261,3,ebe8bbf509715e46f138ac98b1cbb12e,4a3ccda38b2129705f3fb522db62ca31,13f798d5b61ca9fbce91d7d2732080b1,delivered,-17.0,65.9,11.96,77.86000000000001,home_construction,3808.0,5.0,,tudo ok!,positive,0.9953358769416809,"customer service, product quality, refund/return",none,medium,False,," ""Tudo is ok. tudo ok! tudo is fine. tredo ok!!"" he said ."
3bb7de438f6b9bd4c744381f15e6a23f,1,99aa268744e2967e0ed6d3b22a38eff2,52562a9f449c3dc3d53f5f5b9ed74903,c160bdb0a9681910cb625afdd993a8c5,delivered,-22.0,94.9,15.42,110.32,sports_leisure,9912.0,5.0,,site confiável. recomendo comprar. entrega rápida e dentro do prazo. agradeço muito pela dedicaçao ao cliente.,negative,-0.983715832233429,"customer service, product quality, price/value",customer service,medium,True,Review indicates unmet expectations, Agradeço muito pela dedicaçao a cliente. recomendo comprar. entrega rápida e dentro do prazo
81fd689a1dae218d934b58243480b726,2,f3fad6d734fb27bf8a548562e04f9a5e,609e1a9a6c2539919b8205cf7c4e6ff0,1bc71b602df36cf88f5f670d787f4f34,delivered,-19.0,73.9,27.25,101.15,bed_bath_table,7429.0,3.0,jogo de lencol,"recebi por enquanto apenas um jogo de lencol 
jogo de lençol casal king imperial 04 peças percal 180 fios ponto palito - caqui",negative,-0.9706430435180664,"missing parts, delivery delay, wrong item",missing parts,medium,True,Review indicates unmet expectations, Apenas um jogo de lencol jogo of lencol . Jogo de casal king imperial 04 peças percal 180 fios ponto palito - ca
b5946695c1837e21323da65699b4e187,1,ae28fd7a149b08a60309551e235d56f4,b18dc380845b24038cfc48006478f099,c5591b513c6105e3a30573e90938b384,delivered,17.0,44.89,20.4,65.28999999999999,health_beauty,4368.0,1.0,,"meu pedido ainda não foi entregue e ta com dois dias de atraso,isso é um absurdo.",negative,-0.9938148260116577,"missing parts, delivery delay, damaged product",missing parts,high,True,Delivery delay: 17 days," meu pedido ainda não foi entregue e ta com dois dias de atraso,isso é um absurdo,’sso é"
663daea291a5e96f0bc5db3b67a72b5c,1,35afc973633aaeb6b877ff57b2793310,4a3ca9315b744ce9f8e9374361493884,71a06801bc27c0d2314e8c7deab81adf,delivered,-9.0,89.9,13.65,103.55,home_confort,21200.0,5.0,,"foi entregue a toalha marron a vermelha não veio,e a nota estava com a toalha ,como faço agora ,pois preciso da toalha e nada ,fica difícil desta forma continuar cliente de vocês.",negative,-0.9808330535888672,"damaged product, customer service, missing parts",damaged product,high,True,Review indicates unmet expectations," A toalha marron a vermelha não veio,e a nota estava com a toalhha e nada . Nota is preciso da"
c77ede410bfde247ebf9220aea6ca49a,1,6eb70dfb283dc3f645ed7b03c990dc72,7d13fca15225358621be4086e1eb0964,83203e5e083ec21517f51040864527dc,delivered,-12.0,55.0,12.83,67.83,audio,2717.0,5.0,,"muito satisfeito, recomendo a todos.",negative,-0.9871735572814941,"customer service, refund/return, product quality",customer service,high,True,Review indicates unmet expectations, At least one of the world's most important things to do is go out of control .
afde95a684781b6fa700b1e2fc79416c,1,3dd2a17168ec895c781a9191c1e95ad7,de722cd6dad950a92b7d4f82673f8833,ab23995b2f7c718cd8c3b812ffd4d2e5,delivered,-14.0,149.9,27.59,177.49,computers_accessories,4840.0,5.0,,recomendo está loja.,positive,0.8298327922821045,"damaged product, refund/return, missing parts",none,low,True,, Recomendo está loja. recomendendo esta loja . Recomendos estososos .
ab0ace3eac748a915e3dec4d62898f76,1,6a1a04054158fe995e1688d8f79605b2,9616352088dcf83a7c06637f4ebf1c80,1145b7e7701544cc110cf11f0f5462bb,delivered,-24.0,59.9,17.99,77.89,sports_leisure,45000.0,1.0,,veio faltando um produto eu pedi 2 unidades e chegou somente uma.gostaria de saber o que aconteceu com o outro porque estou pagando 2 produtos e recebi somente um?,negative,-0.9776526689529419,"missing parts, delivery delay, customer service",missing parts,medium,True,Review indicates unmet expectations, veio faltando um produto eu pedi 2 unidades e chegou somente uma uma . Eu pagando 2 produtos e rece
0e4947343ae2d8c37f2fc453e057c567,1,41f6fd456756328fcd5fe7c04bf8e335,9baf5cb77970f539089d09a38bcec5c3,2f2b7e0bd3898741386cc70f3b62f52d,delivered,-8.0,64.99,8.29,73.28,housewares,2016.0,5.0,bom,bom,negative,-0.5819898843765259,"wrong item, damaged product, delivery delay",wrong item,high,True,Review indicates unmet expectations, bom bom bom. bom bom . bom bom in the U.S. State Department .
a794a761cfa371bfef4a514d8597898a,1,3779f2d78a8cc041bcce56232d83befb,6338ea67c41078a46ad99cc009654956,a32fc86b243a069dcdede4aa11b29aea,delivered,-15.0,69.2,38.03,107.23,auto,5780.0,5.0,,ok,positive,0.9997851252555847,"refund/return, customer service, missing parts",none,medium,True,," ok. ok. OK. ok . ok . OK. OK . ok. Ok . OK . OK, ok . Ok . ok OK . Ok. ok OK. Ok. OK"
575d1ab8d021ded6ab9bd7340d7b7b42,1,12b5c5d13512ad7cae70181fc503f42e,1d4587203296c8f4ad134dc286fa6db0,f7a1760cb5d8ea758cf8acc50942535e,delivered,-1.0,95.9,7.93,103.83,auto,1936.0,5.0,,produto entregue 1 dia antes do prazo. otimo serviço..,positive,0.7555642127990723,"delivery delay, customer service, product quality",none,medium,True,, produto entregue 1 dia antes do prazo . otimo serviço .
9bd1b16f0da3ab4e8407a76b1d97be22,1,f89594c3583443e5e0d464e97284835d,530ec6109d11eaaf87999465c6afee01,10f16bdcf86ffb64a469edf9cc2994f2,delivered,-25.0,74.9,15.27,90.17,cool_stuff,3528.0,1.0,,"eu solicitei uma fôrma de bolo para uma fritadeira elétrica, e na descrição na compra informou o modelo da fritadeira no site, mas me entregaram uma forma minúscula para outro tipo de fritadeira.",negative,-0.987747073173523,"wrong item, customer service, missing parts",wrong item,medium,True,Review indicates unmet expectations, eu solicitei a fôrma de bolo para uma fritadeira elétrica . eu solicitução informou o modelo da f
7433b1786e1af2042c2c4c76d3e4b750,1,964dd0fcba2ca4eff8e31ec74a77d41d,259f7b5e6e482c230e5bfaa670b6bb8f,df405fe9da5c36c37d10ca087ef51ecd,delivered,-17.0,35.99,11.73,47.72,bed_bath_table,12000.0,2.0,,razoável. achei a manta muito fina.,negative,-0.9932494163513184,"damaged product, product quality, customer service",damaged product,high,True,Review indicates unmet expectations," R. razoável. achei a manta muito fina . achei: ""I'm not sure what I'm doing, I'm sure I'm not"
510c373425eabae593ad4cb8953d60f0,1,dbb4ce89c8ed5fb6fd901e2e51093179,91f848e9f4be368f4318775aac733370,6668327c4285ae69687ecc0b3cd7c888,delivered,-17.0,89.99,16.88,106.87,housewares,30000.0,3.0,,"produto muito bom, recomendo.",negative,-0.9659789800643921,"product quality, refund/return, customer service",product quality,high,True,Review indicates unmet expectations," produto muito bom, recomendo. produto ."
4e587ca33ad0c0f0ad2e445c30698ed8,1,e5f20b4eb944eaae0a13bed3187201d3,8daab2245ebdc277c51098d01c5ad8ef,6bd9e09f124d408482b182fd9903d5ee,delivered,-20.0,92.0,19.61,111.61,costruction_tools_tools,3276.0,5.0,super recomendo,chegou bem embalado e antes do prazo previsto.,negative,-0.7381910681724548,"damaged product, delivery delay, missing parts",damaged product,low,True,Review indicates unmet expectations, A. chegou bem embalado e antes do prazo previsto. Chegou  embalada bemembalado .
d67fdefdd78c824692a1f0cab56e71c5,1,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,a8cf4ecb273e117353b346df0f23d3b8,delivered,-17.0,53.9,21.35,75.25,garden_tools,32560.0,3.0,lindo porém frágil.,"o pendente é lindo, vermelho super brilhante igual na foto mesmo, porém o alumínio é muito fino e frágil, se tivesse visto o material antes provavelmente não teria optado por ele",negative,-0.900753378868103,"product quality, damaged product, wrong item",product quality,high,True,Review indicates unmet expectations," o pendente é lindo, vermelho super brilhante igual na foto mesmo, porém o alumínio is muito fino"
d33ed17c28104a5821b0aed3fd7323d0,1,b248cbdf748a977cdf76991dd59fc429,d97df38225e5abadaff1e72cb72b823c,6cd040460d7a32fa711a4da0dc30f187,delivered,-18.0,15.0,16.79,31.79,auto,1232.0,5.0,,recomendo!,positive,0.9947959780693054,"refund/return, missing parts, damaged product",none,high,True,, CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery . Please submit your best shots for next week's gallery of snapshots of your favorite destinations .
ac190835077b797903f673fa82dc753c,1,71a7800a633691de8ecdd17463335e2e,f80edd2c5aaa505cc4b0a3b219abf4b8,3e4e3a8af8ec36881f2c1e8f10d4cdd3,delivered,-20.0,67.9,15.24,83.14,costruction_tools_garden,9600.0,5.0,,achei o produto de ötima qualidade.,negative,-0.9531787633895874,"product quality, price/value, packaging",product quality,high,True,Review indicates unmet expectations, achei o produto de ötima qualidade de ûtima. achei . achei no produto of ütima quality .
b6713a6dc00fb0473d12bd8b08a88cd0,2,fad6e383a24adeb5feea3cffb9d89661,ab27bbbad5239bc31a34709275a70db4,46da9ad64162a07e5830310786802dd1,delivered,-1.0,35.9,2.96,38.86,construction_tools_construction,3600.0,5.0,,"recomendo.produto bonito,prática instalação e de excelente qualidade.",positive,0.5712353587150574,"product quality, customer service, missing parts",none,high,True,," Produto bonito,prática instalação e de excelente qualidade . Recomendo. recomendo . recomender.produto"
6baaa4f22af711c8b15dba8f8269edf8,1,c21390fcf82d68f3a008468547cc3e66,7178f9f4dd81dcef02f62acdf8151e01,f064dfebf1746622218a28ce2c345c48,delivered,-24.0,14.9,15.1,30.0,health_beauty,2816.0,4.0,,mto bom,negative,-0.954832136631012,"delivery delay, customer service, wrong item",delivery delay,medium,True,Review indicates unmet expectations, i. mto bom bom bom . i.mto bom . bom bom was bom bom in the 1970s .
64fee01b4774a493de37aafa79a3d434,1,1a06a6a66ab23d70e02b8f92650e268f,2a1348e9addc1af5aaa619b1a3679d6b,6f3a868402ca6c2fdf89a003fa9c49b2,delivered,46.0,7.9,17.35,25.25,home_confort,352.0,1.0,,produto não foi entregue ainda pelos correios no último rastreio ainda ta em florianópolis sc por que foi enviado para o local errado a cidade certa e salvador já entrei em contato com vcs e me pedira,negative,-0.9822807908058167,"delivery delay, missing parts, damaged product",delivery delay,low,True,Delivery delay: 46 days, produto não foi entregue ainda pelos correios no Último rastreio ainda ta em florianópolis sc . prod
de27f484a71645943ecc7e3d7f7af5a8,1,a1cb1462efc950b4b8ed73ccbb5d2c7b,0241d4d5d36f10f80c644447315af0bd,9593bae47dfc03aa5a1f85dbcf03943a,delivered,-7.0,79.9,23.36,103.26,furniture_decor,10730.0,2.0,quadros entregues errado,"kit quadros vieram com medidas erradas
comprei com medidas 52x33
vieram com mefidas: 32x24",negative,-0.9853907823562622,"damaged product, missing parts, product quality",damaged product,high,True,Review indicates unmet expectations," kit quadros vieram com medidas erradas: 52x33 . kit quadroro quadros are quadros quadros: 32x24 quadros, 32x"
98a613c82d389a76b358d963e0390e33,1,23bcd6822a33df5534f9b290216eec1f,ac3508719a1d8f5b7614b798f70af136,5f7a7855218d7c079e31edb235f11638,delivered,-8.0,129.8,24.29,154.09,toys,43400.0,5.0,,entrega rápida. produto ótimo,positive,0.8992941975593567,"product quality, refund/return, customer service",none,medium,True,, Entrega rápida. produto ótimo. entrega . produto .
23b8bfc2f57aaf36121b2c631d5724b8,1,1b42d5d23103d5b706f8107ce7549920,e333046ce6517bd8bb510291d44f0130,437603511404b384fd51217b8f4672da,delivered,-14.0,109.0,16.52,125.52,small_appliances,8000.0,3.0,,"a loja entregou no prazo direitinho,mas confesso que esperava mais do produto.",negative,-0.9836345911026001,"delivery delay, customer service, missing parts",delivery delay,low,True,Review indicates unmet expectations," a loja entregou no prazo direitinho,mas confesso that esperava mais do produto ."
511c6d6720495f07b3130978eb5cd45c,1,57c580a8fbf3d8374b06bee7b6f4ce31,30a2f535bb48308f991d0b9ad4a8c4bb,a036032b7517080204f9882e751fd825,delivered,-9.0,49.9,15.1,65.0,furniture_decor,3750.0,5.0,,"envio e entrega rápida do produto, recomendo.",positive,0.8606678247451782,"refund/return, customer service, product quality",none,medium,True,," Recomendo. envio e entrega rápida do produto, recomendo ."
4bbdafbc757c7f5a88e6fea3d982fe90,1,34bd280578cc88e0e8591ba38e2dd7d2,31561f325664a8a7aba4c8d0c3a9b3db,ed105972a723ac27381b28a30286e859,delivered,-8.0,49.49,14.66,64.15,auto,36456.0,5.0,nota 10!!!,produto exatamente como esperado!!!,positive,0.9923772811889648,"product quality, customer service, price/value",none,high,False,, produto exatamente como esperado!
58729d1779fe85020c40886d6bb99fa4,1,7931ea69470092f7eb4a395d6360c0fe,ac3508719a1d8f5b7614b798f70af136,7f63e5417cd76d48e30a31d9669b04f0,delivered,-18.0,120.9,17.1,138.0,toys,43400.0,5.0,,a compra foi fácil de realizar e a entrega foi bem antes da data prevista.,negative,-0.8099297881126404,"customer service, product quality, price/value",customer service,medium,True,Review indicates unmet expectations, a compra foi fácil de realizar e a entrega foi bem antes da data prevista .
4886c3effdbdd559f0f727957b9af0bc,1,35afc973633aaeb6b877ff57b2793310,4a3ca9315b744ce9f8e9374361493884,8543a6864ebb4e1c380b2a33679d4df8,delivered,9.0,89.9,12.13,102.03,home_confort,21200.0,3.0,,"já fiz outras compras e nunca tive problema algum para receber a mercadoria, porem nessa ultima compra nem email com a confirmação do pedido eu recebi espero que esta entrega seja breve.",negative,-0.9863402843475342,"delivery delay, customer service, missing parts",delivery delay,high,True,Delivery delay: 9 days, eu recebi espero que esta entrega seja breve . já fiz outras compras e nunca tive problema algum para
ee230b38900d26f6334311714d502d30,2,de72fab731d211f997cb9fac9d8151a1,b1a81260566c1bac3114a6d124413f27,2572c5aaa8f5391040fdb831e5bd3d1b,delivered,-30.0,59.9,18.3,78.2,furniture_decor,14812.0,1.0,,"eu comprei dois adesivos e só recebi um, mas como podemos resolver isso? fico no aguardo",negative,-0.9761249423027039,"missing parts, damaged product, customer service",missing parts,medium,True,Review indicates unmet expectations," eu comprei dois adesivos e só recebi um, mas como podemos resolver isso? fico no aguardo . e"
fc133aaee8b52f75e07158ff2b65a5d5,1,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,4419e2e728754cc482db00c14be62a61,delivered,-5.0,49.9,17.6,67.5,garden_tools,32560.0,3.0,,"o site terceirizado junto a lannister deveria apenas posicionarmos o rastreamento do produto. para ficarmos informados das posições do pedido, o resto esta ok prazo de entregas bem antes do previsto",negative,-0.9638237357139587,"damaged product, missing parts, product quality",damaged product,medium,True,Review indicates unmet expectations, Site terceirizado junto a lannister deveria apenas posicionarmos o rastreamento do produto .
9fbda7367628952bc36c3512c46d887b,1,b5b2072f757c9317caa9c32c3bbf393d,2138ccb85b11a4ec1e37afbd1c8eda1f,c4e670e1b3eddf57cd698f323332ba6c,delivered,-31.0,9.99,15.23,25.22,telephony,528.0,5.0,super recomendo,"gostei da capinha de celular, veio como eu esperava.",negative,-0.5090864300727844,"product quality, customer service, delivery delay",product quality,high,True,Review indicates unmet expectations," Gostei da capinha de celular, veio como eu esperava. gostei . Veio com aso ei esperva. g"
b5a38afc36fef9a2e97d2c96be884aea,1,909b87db6cb3a7ab26bd03cc59860136,de722cd6dad950a92b7d4f82673f8833,117cc0a31fd289de32c16f4dc9bd5c04,delivered,-14.0,40.0,16.79,56.79,computers_accessories,1920.0,1.0,,"comprei 3 intens e os correios só entregaram dois como segue:
pp 227 982 890 br
pp 227 982 909 br

até agora o 3º item nada.",negative,-0.9730344414710999,"missing parts, customer service, packaging",missing parts,high,True,Review indicates unmet expectations, Até agora agora o 3º item nada. comprei 3 intens e os correios só entregaram dois como segue: pp 227
cd23f3689cab3a020096a36f849bcd20,1,bcb4f6803e8889a70dc5ed14c2f5f785,897060da8b9a21f655304d50fd935913,869d14fde517fd8a5fa8016fbf4f7103,delivered,-17.0,45.65,15.1,60.75,computers_accessories,2112.0,4.0,,"comprei cartucho compatível com a impressora deskjet 4580 , cartucho colorido 21 ml.
recebi com 17 ml e na embalagem não consta o número de minha deskjet. . o que faço ?",negative,-0.9912298917770386,"missing parts, wrong item, product quality",missing parts,low,True,Review indicates unmet expectations, Comprei cartucho compatível com a impressora deskjet 4580 . Recebi com 17ml e na embalagem não consta o númer
e218234621ce56589ca6157a7cf827ac,1,0b148966d6d89f4ab8fd3472df4a8648,18a349e75d307f4b4cc646a691ed4216,5d5d1ea621e982d29cf41b788ba83f64,delivered,-9.0,24.66,8.72,33.38,home_construction,3520.0,2.0,,"bom dia
o produto veio danificado, como faço para troca?",negative,-0.8760381937026978,"damaged product, missing parts, product quality",damaged product,low,True,Review indicates unmet expectations," bom dia o produto veio danificado, como faço para troca?"
a5f860aaf6a3c35399495aefe92d363f,1,29b5add9129fe45fb3854c50cbd2765c,1d503743d2526f03f0c2c89540ee008c,3fc1728dbe8a2b9375d4b530b8932550,delivered,-13.0,17.86,7.39,25.25,auto,3315.0,5.0,"otimo, recomendo",recomendo a todos,positive,0.9101815223693848,"refund/return, missing parts, customer service",none,medium,True,, Recomendo a todos recomendos. recomendo todos . Recomendo a todo a toda .
b3fd6f1d726da32abced71e3fc845e35,4,0a56efd5f050d3f861a04c6f005d1128,48162d548f5b1b11b9d29d1e01f75a61,caf184e2b12a29d43ca80073ca4a5cdf,delivered,-15.0,284.0,15.55,299.55,home_construction,27000.0,1.0,,"o pedido foi entregue parcialmente, ficando faltando ainda três itens.",negative,-0.8152652978897095,"missing parts, delivery delay, customer service",missing parts,medium,True,Review indicates unmet expectations," o pedido foi entregue parcialmente, ficando faltando ainda três itens ."
cab899336401fd910bf645dc446d42de,1,33b22110fa818ff5f0c387a79f19b612,6b243f80ed07b10f0e8aa0f21a205f3c,fd452791b1243236afae2bad3e105f48,delivered,-14.0,54.9,15.82,70.72,sports_leisure,4096.0,1.0,,conforme já relatei anteriormente o produto adquirido veio pela metade. comprei dois kits de 4 unidades cada e só recebi um kit com 4 unidades.,negative,-0.9723261594772339,"product quality, missing parts, delivery delay",product quality,medium,True,Review indicates unmet expectations, produto adquirido veio pela metade . comprei dois kits de 4 unidades cada e só recebi um kit com 4unid
d5a0f66337a578c36b0091b8600a860f,1,1d04827ad9a5255800c08c3231a86639,9d4db00d65d7760644ac0c14edb5fd86,796f62577d52d0b9ef08fbd43ef53d45,delivered,-17.0,144.9,23.59,168.49,toys,52142.0,5.0,,lindo o bebê. recomendo,positive,0.639177143573761,"customer service, product quality, delivery delay",none,low,True,," L. lindo o bebê recomendo recomendos. Recomendo o beebê . Recomendo doi: ""Lindo do"
40480952d51c22285abc3b9a16595822,3,d3e112316bd3ae29280cec26bd3059fd,5a8e7d5003a1f221f9e1d6e411de7c23,0503eb802fe69a16beabc757cdfa27a7,delivered,-15.0,39.9,6.1,46.0,baby,7865.0,4.0,,gostei.,positive,0.5261686444282532,"wrong item, damaged product, product quality",none,high,True,," Gostei. gostei: ""Gosti. Gosti: ""I am happy to have a happy ending"""
a42e9f17e34277db56eae85c479c8426,1,01847cb3f55acfd629641e58e38e561e,955fee9216a65b617aa5c0531780ce60,a9fa62170275bae9e87b228bad3ba33c,delivered,-8.0,57.0,9.15,66.15,garden_tools,2040.0,5.0,tudo ok!,recebido com rapidez e o produto conforme anunciado.,negative,-0.852803647518158,"damaged product, product quality, customer service",damaged product,high,True,Review indicates unmet expectations, O produto. recebido com rapidez e o produto conforme anunciado . Recebido is a produto that conforms to anuncião anunci
b5b86cc01a292ac6d17c3db9fc5abe30,2,be837f2e0152a208d4386f4126d5bd7c,f8db351d8c4c4c22c6835c19a46f01b0,2429e9ebc35dc8f2631d7b47d12c3dd5,delivered,-19.0,32.9,15.1,48.0,home_appliances,4125.0,5.0,,entregue no prazo. mercadorias conforme anunciadas. ok.,negative,-0.9238325357437134,"missing parts, delivery delay, refund/return",missing parts,medium,True,Review indicates unmet expectations, Entregue no prazo. entregue . mercadorias conforme anuncias anunciadas. ok. mercadoras conforme to anunciada. merc
e9fd118cfbbc3ee32e556d653625271f,3,4cd6ba4ea3112de8fc238307c4dc6307,259f7b5e6e482c230e5bfaa670b6bb8f,5f870c404cc888022b6366af6219fbb7,delivered,-15.0,39.0,16.67,55.67,bed_bath_table,7000.0,1.0,,comprei três mantas. só uma chegou mas consta no site que todas foram entregues.,negative,-0.9904881715774536,"missing parts, delivery delay, wrong item",missing parts,low,True,Review indicates unmet expectations, Comprei três mantas. só uma chegou mas consta no site that todas foram entregues. comprei . só
8451987578eed983c36e639e9753c917,1,557484a8965bdc4e548658239f7663fd,81a1104df0f08b59c68aa5b03cfe398e,60b2620611c1fd25c9d812a6850fdb4c,delivered,-15.0,149.9,50.71,200.61,garden_tools,15120.0,5.0,,qualidade.,positive,0.6319519281387329,"damaged product, wrong item, missing parts",none,low,True,, Qualidade. qualidade dolelei is a long-distance distance from Portugal and Spain .
